,Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used,parsed_date,Risk_0_3,Risk_0_5,Risk_0_10,Risk_0pt5_5,Risk_0pt5_10,Risk_1_5,Risk_1_10,Risk_3_10,Risk_5_10
56,Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,24.0,128.0,0.1875,0.28,demersal,200.0,Benthic foraging,commercial,N,Y,LC,29.0,MEDI,2014,2016,Bellas et al. 2016,Y,3,marine,bottom trawls,plastic study (not listed),none,open-air lab control,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
57,Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,2.0,12.0,0.166666667,0.25,demersal,235.0,Active predation,highly commercial,N,N,LC,64.0,NECS,2014,2016,Bellas et al. 2016,Y,3,marine,bottom trawls,plastic study (not listed),none,open-air lab control,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
58,Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,11.0,72.0,0.513888889,0.23,demersal,100.0,Active predation,minor commercial,N,N,LC,62.0,NECS,2014,2016,Bellas et al. 2016,Y,3,marine,bottom trawls,plastic study (not listed),none,open-air lab control,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
59,Opisthonema sp.,,Clupeiformes,Clupeidae,,30.0,30.0,1.0,36.66666667,,,,,,,,,CAMR,October of 2018,2019,Bermudez-Guzman et al. 2019,Y,3,marine,purse seine,commercial fishing,FTIR and SEM,lab blank,vaguely mentioned,"(Timestamp('2018-10-01 00:00:00'), Timestamp('2018-10-31 00:00:00'))",2,2,2,2,2,2,2,2,2
60,Prionace glauca,Blue shark,Carcharhiniformes,Carcharhinidae,4.4,35.0,139.0,0.251798561,0.769784173,pelagic-oceanic,500.5,Active predation,minor commercial,N,Y,NT,77.0,MEDI,1999-2015,2018,Bernardini et al. 2018,Y,2,marine,longline,plastic study (not listed),FTIR,vaguely mentioned,vaguely mentioned,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
61,Dicentrarchus labrax,European seabass,Perciformes,Moronidae,3.5,9.0,40.0,0.225,0.3,demersal,55.0,Benthic foraging,commercial,Y,Y,LC,69.0,NAST E,2014,2018,Bessa et al. 2018,Y,3,marine,beam trawl,plastic study,FTIR,lab blank,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
62,Diplodus vulgaris,Common two-banded seabream,Perciformes,Sparidae,3.5,29.0,40.0,0.725,3.14,benthopelagic,80.0,Benthic foraging,commercial,N,Y,LC,48.0,NAST E,2014,2018,Bessa et al. 2018,Y,3,marine,beam trawl,plastic study (not listed),FTIR,lab blank,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
63,Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,5.0,40.0,0.125,0.18,demersal,50.0,Benthic foraging,commercial,experimental,Y,LC,42.0,NAST E,2014,2018,Bessa et al. 2018,Y,3,marine,beam trawl,plastic study,FTIR,lab blank,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
64,Astronesthes indopacificus,Indo-Pacific snaggletooth,Stomiiformes,Stomiidae,4.0,2.0,7.0,0.285714286,1.0,bathypelagic,1639.0,,none,N,N,LC,32.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
65,Cololabis saira,Pacific saury,Beloniformes,Scomberesocidae,3.7,18.0,52.0,0.346153846,3.2,pelagic-oceanic,115.0,Particulate feeder,highly commercial,N,N,Not assessed,32.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
66,Hygophum reinhardtii,Reinhardt's Lantern fish,Myctophiformes,Myctophidae,3.2,16.0,45.0,0.355555556,1.3,bathypelagic,525.0,Particulate feeder,none,N,N,LC,27.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
67,Loweina interrupta,,Myctophiformes,Myctophidae,3.2,10.0,28.0,0.357142857,1.0,bathypelagic,430.0,Particulate feeder,none,N,N,LC,18.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
68,Myctophum aurolaternatum,Golden lanternfish,Myctophiformes,Myctophidae,4.5,161.0,460.0,0.35,6.0,bathypelagic,,Benthic foraging,none,N,N,Not assessed,36.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
69,Symbolophorus californiensis,Bigfin lanternfish,Myctophiformes,Myctophidae,3.4,27.0,78.0,0.346153846,7.2,pelagic-oceanic,1027.0,Particulate feeder,none,N,N,Not assessed,28.0,NPSE,2008,2010,Boerger et al. 2010,Y,2,marine,plankton net,plastic study,none,not described,not described,"(Timestamp('2008-01-01 00:00:00'), Timestamp('2008-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
70,Lepidopus caudatus,Silver scabbardfish,Perciformes,Trichiuridae,3.8,25.0,32.0,0.781,4.72,benthopelagic,200.0,Active predation,highly commercial,N,Y,DD,53.0,MEDI,2017,2019,Bottari et al. 2019,Y,3,marine,trawling,plastic study,Raman,open-air lab control,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
71,Zeus faber,John dory,Zeiformes,Zeidae,4.5,18.0,35.0,0.514,1.77,benthopelagic,100.0,Active predation,commercial,Y,N,DD,68.0,MEDI,2017,2019,Bottari et al. 2019,Y,3,marine,trawling,plastic study,Raman,open-air lab control,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
72,Trisopterus esmarki,Norway Pout,Gadiformes,Gadidae,3.2,11.0,20.0,0.55,,benthopelagic,150.0,,highly commercial,N,N,LC,26.0,NECS,2017,2018,Bour et al. 2018,Y,3,marine,trawling,plastic study (not listed),FTIR,lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
73,Enchelyopus cimbrius,Four beard Rockling,Gadiformes,Lotidae,3.5,1.0,17.0,0.058823529,,demersal,40.0,Benthic foraging,minor commercial,N,N,LC,46.0,NECS,2017,2018,Bour et al. 2018,Y,3,marine,trawling,plastic study (not listed),FTIR,lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
74,Hippoglossoides platessoides,Long rough dab,Pleuronectiformes,Pleuronectidae,4.1,15.0,20.0,0.75,,demersal,170.0,Benthic foraging,highly commercial,N,N,Not assessed,66.0,NECS,2017,2018,Bour et al. 2018,Y,3,marine,trawling,plastic study (not listed),FTIR,lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
75,Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,4.1,9.0,302.0,0.03,0.052,benthopelagic,175.0,Benthic foraging,highly commercial,Y,Y,VU,65.0,NECS,2014,2016,Brate et al. 2016,Y,2,marine,"fyke nets, trawling",plastic study (not listed),FTIR,lab blank,yes,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
76,Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,3.0,164.0,0.018292683,0.018292683,benthopelagic,200.0,Filter-feeder: facultative,highly commercial,N,Y,LC,39.0,NECS,October 2015-October 2016,2018,Budimir et al. 2018,Y,3,marine,trawling,fish market,none,lab blank,yes,"(Timestamp('2015-10-01 00:00:00'), Timestamp('2016-10-01 00:00:00'))",1,1,1,0,0,0,0,0,0
77,Gasterosteus aculeatus,Three-spined stickleback,Gasterosteiformes,Gasterostediae,3.3,0.0,355.0,0.0,0.0,benthopelagic,50.0,Benthic foraging,minor commercial,N,N,LC,24.0,NECS,October 2015-October 2016,2018,Budimir et al. 2018,Y,3,marine,trawling,fish market,none,lab blank,yes,"(Timestamp('2015-10-01 00:00:00'), Timestamp('2016-10-01 00:00:00'))",0,0,0,0,0,0,0,0,0
78,Sprattus sprattus,European sprat,Clupeiformes,Clupeidae,3.0,2.0,154.0,0.012987013,0.012987013,pelagic-neritic,80.0,Particulate feeder,highly commercial,N,N,LC,33.0,NECS,October 2015-October 2016,2018,Budimir et al. 2018,Y,3,marine,trawling,fish market,none,lab blank,yes,"(Timestamp('2015-10-01 00:00:00'), Timestamp('2016-10-01 00:00:00'))",1,1,1,0,0,0,0,0,0
79,Mugil incilis,mullet,Mugiliformes,Mugilidae,2.0,10.0,46.0,0.217,0.260869565,demersal,,Scavenging,minor commercial,N,N,LC,20.0,CAMR,2018,2019,Calderon et al. 2019,Y,3,estuarine,fish market,fish market,FTIR,open-air lab control,yes,"(Timestamp('2018-01-01 00:00:00'), Timestamp('2018-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
80,Caranx hippos,Crevalle jack,Perciformes,Carangidae,3.6,2.0,19.0,0.105,0.105263158,reef-associated,175.5,Benthic foraging,commercial,N,Y,LC,41.0,CAMR,2018,2019,Calderon et al. 2019,Y,3,estuarine,fish market,fish market,FTIR,open-air lab control,yes,"(Timestamp('2018-01-01 00:00:00'), Timestamp('2018-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
81,Caquetaia kraussii,Yellow mojarra,Perciformes,Cichlidae,3.4,3.0,35.0,0.086,0.086,demersal,,Benthic foraging,minor commercial,N,N,Not assessed,28.0,CAMR,2018,2019,Calderon et al. 2019,Y,3,estuarine,fish market,fish market,FTIR,open-air lab control,yes,"(Timestamp('2018-01-01 00:00:00'), Timestamp('2018-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
82,Eugerres plumieri,Striped mojarra,Perciformes,Gerreidae,2.2,2.0,40.0,0.05,0.05,demersal,,Benthic foraging,minor commercial,N,N,LC,34.0,CAMR,2018,2019,Calderon et al. 2019,Y,3,estuarine,fish market,fish market,FTIR,open-air lab control,yes,"(Timestamp('2018-01-01 00:00:00'), Timestamp('2018-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
83,Aldrichetta forsteri,Yellow-eye mullet,Mugiliformes,Mugilidae,2.5,0.0,17.0,0.0,0.0,demersal,5.0,Benthic foraging,commercial,N,Y,LC,29.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
84,Arripis sp.,Australian salmon,Perciformes,Arripidae,4.4,0.0,9.0,0.0,0.0,benthopelagic,,Benthic foraging,,,,,,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
85,Conger verreauxi,Conger,Anguilliformes,Congridae,4.2,0.0,25.0,0.0,0.0,reef-associated,22.5,,commercial,N,N,LC,80.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
86,Dissostichus mawsoni,Antarctic toothfish,Perciformes,Nototheniidae,3.9,1.0,10.0,0.1,0.2,pelagic-oceanic,844.0,Active predation,minor commercial,N,N,Not assessed,81.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
87,Engraulis australis,Australian anchovy,Clupeiformes,Engraulidae,3.0,0.0,10.0,0.0,0.0,pelagic-neritic,50.5,Particulate feeder,minor commercial,N,N,LC,29.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
88,Gymnoscopelus nicholsi,Nichol's lanternfish,Myctophiformes,Myctophidae,3.4,0.0,39.0,0.0,0.0,bathypelagic,,Particulate feeder,minor commercial,N,N,Not assessed,40.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
89,Haletta semifasciata,Blue weed whiting,Perciformes,Odacidae,3.2,0.0,2.0,0.0,0.0,demersal,4.0,Benthic foraging,minor commercial,N,N,LC,29.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
90,Hyperlophus vittatus,Sandy sprat,Clupeiformes,Clupeidae,3.4,0.0,10.0,0.0,0.0,pelagic-neritic,11.5,Particulate feeder,subsistence,N,N,LC,12.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
91,Hyporhamphus melanochir,Southern sea garfish,Beloniformes,Hemiramphidae,2.7,0.0,66.0,0.0,0.0,pelagic-neritic,10.0,Grazing,commercial,N,N,Not assessed,28.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
92,Katsuwonus pelamis,Skipjack tuna,Perciformes,Scombridae,4.4,0.0,1.0,0.0,0.0,pelagic-oceanic,130.0,Active predation,highly commercial,N,Y,LC,38.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
93,Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,0.0,43.0,0.0,0.0,benthopelagic,5.0,Grazing,highly commercial,Y,Y,LC,42.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
94,Notolabrus tetricus,Blue-throated wrasses,Perciformes,Labridae,3.6,0.0,7.0,0.0,0.0,reef-associated,25.0,,none,N,N,LC,52.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
95,Paragalaxias dissimilis,Shannon galaxias,Osmeriformes,Galaxiidae,3.2,0.0,20.0,0.0,0.0,demersal,,Benthic foraging,none,N,N,Not assessed,15.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
96,Platycephalus bassensis,Sand flathead,Scorpaeniformes,Platycephalidae,4.3,0.0,10.0,0.0,0.0,demersal,50.0,Active predation,commercial,N,N,Not assessed,48.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
97,Platycephalus laevigatus,Black flathead,Scorpaeniformes,Platycephalidae,3.8,0.0,7.0,0.0,0.0,demersal,,Benthic foraging,none,N,N,Not assessed,34.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
98,Scomber australasicus,Blue mackerel,Perciformes,Scombridae,4.2,0.0,4.0,0.0,0.0,pelagic-neritic,143.5,Filter-feeder: facultative,commercial,N,Y,LC,43.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
99,Scorpaena jacksoniensis,Eastern red scorpionfish,Scorpaeniformes,Scorpaenidae,3.9,0.0,19.0,0.0,0.0,reef-associated,37.0,,none,N,N,Not assessed,56.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
100,Sillaginodes punctatus,Spotted sillago,Perciformes,Sillaginidae,3.3,0.0,8.0,0.0,0.0,demersal,10.0,Benthic foraging,commercial,experimental,Y,Not assessed,32.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
101,Sillago flindersi,Flinders' sillago,Perciformes,Sillaginidae,3.3,0.0,10.0,0.0,0.0,demersal,40.0,Benthic foraging,highly commercial,N,N,Not assessed,31.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
102,Thyrsites atun,Snoek,Perciformes,Gempylidae,3.6,0.0,2.0,0.0,0.0,benthopelagic,300.0,Active predation,highly commercial,N,Y,Not assessed,63.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
103,Trachurus declivis,Greenback horse mackerel,Perciformes,Carangidae,3.9,0.0,23.0,0.0,0.0,benthopelagic,165.0,Particulate feeder,highly commercial,N,Y,LC,50.0,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,,yes,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
104,Priacanthus arenatus,Atlantic bigeye,Perciformes,Priacanthidae,4.0,60.0,122.0,0.491803279,1.721311475,reef-associated,25.0,Particulate feeder,minor commercial,N,Y,LC,25.0,BRAZ,May 2015-Nov 2016,2018,Cardozo et al. 2018,Y,2,marine,"gillnets, purse seine",plastic study,none,,not described,"(Timestamp('2015-05-01 00:00:00'), Timestamp('2016-11-01 00:00:00'))",1,1,1,1,1,1,1,0,0
105,Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,2.0,2.0,1.0,1.0,benthopelagic,182.0,Filter-feeder: facultative,highly commercial,N,Y,LC,39.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
106,Menidia menidia,Atlantic silverside,Atheriniformes,Atherinopsidae,3.2,3.0,9.0,0.333333333,,pelagic-neritic,2.0,Particulate feeder,minor commercial,N,N,LC,13.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
107,Morone americana,White perch,Perciformes,Moronidae,3.1,5.0,12.0,0.416666667,,demersal,,Benthic foraging,minor commercial,N,Y,LC,69.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
108,Myoxocephalus aenaeus,Grubby,Scorpaeniformes,Cottidae,3.7,2.0,47.0,0.042553191,,demersal,179.0,Benthic foraging,none,N,N,Not assessed,38.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
109,Pollachius virens,Saithe,Gadiformes,Gadidae,4.3,1.0,1.0,1.0,1.0,demersal,200.5,Benthic foraging,highly commercial,N,Y,Not assessed,59.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
110,Pollachius virens,Saithe,Gadiformes,Gadidae,4.3,1.0,1.0,1.0,1.0,demersal,200.5,Benthic foraging,highly commercial,N,Y,Not assessed,59.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
111,Pseudopleuronectes americanus,Winter flounder,Pleuronectiformes,Pleuronectidae,3.6,2.0,95.0,0.021052632,,demersal,72.5,Benthic foraging,commercial,experimental,Y,Not assessed,34.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
112,Tautogolabrus adspersus,Cunner,Perciformes,Labridae,3.7,1.0,6.0,0.166666667,,reef-associated,69.0,Benthic foraging,commercial,N,N,LC,43.0,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,,not described,"(Timestamp('1972-01-01 00:00:00'), Timestamp('1972-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
113,Alepocephalus rostratus,Risso's smooth-head,Osmeriformes,Alepocephalidae,3.7,0.0,158.0,0.0,,bathydemersal,1275.0,Particulate feeder,none,N,N,LC,70.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
114,Cataetyx laticeps,,Ophidiiformes,Bythitidae,3.8,1.0,10.0,0.1,,bathydemersal,1450.0,,none,N,N,LC,56.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
115,Centroscymnus coelolepis,Portuguese dogfish,Squaliformes,Somniosidae,4.5,0.0,11.0,0.0,,bathydemersal,1600.0,Active predation,minor commercial,N,N,NT,75.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
116,Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,10.0,125.0,0.08,,demersal,675.0,Active predation,minor commercial,N,N,LC,57.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
117,Mora moro,Common mora,Gadiformes,Moridae,3.8,7.0,80.0,0.0875,,bathypelagic,1500.0,Benthic foraging,minor commercial,N,N,LC,61.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
118,Nettastoma melanurum,Blackfin sorcerer,Anguilliformes,Nettastomatidae,3.5,1.0,11.0,0.090909091,,bathypelagic,594.5,Benthic foraging,none,N,N,LC,44.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
119,Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0.0,22.0,0.0,,benthopelagic,275.0,Benthic foraging,commercial,N,N,Not assessed,52.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
120,Trachyrincus scabrus,Roughsnout grenadier,Gadiformes,Macrouridae,3.6,6.0,18.0,0.333333333,,bathydemersal,1047.5,Benthic foraging,minor commercial,N,N,LC,55.0,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,,not described,"(Timestamp('2010-01-01 00:00:00'), Timestamp('2014-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
121,Cheilopogon rapanouiensis,Easter island flyingfish,Beloniformes,Exocoetidae,4.0,7.0,43.0,0.162790698,0.255813953,pelagic-neritic,10.0,Particulate feeder,none,N,N,LC,20.0,SPSG,2015-2016,2018,Chagnon et al. 2018,Y,2,marine,line,artisanal fishing,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
